name,phone,website,category,address
"Deco Design","","","furniture"," Mysore Road, Bangalore 560026"
"Agarahara Government Hospital","","","hospital"," ,  560064"
"MedPlus","","","pharmacy"," Dr. Vishnuvardhan Road,  560061"
"Wildcraft Showroom Uttarahalli","","","sports"," Dr. Vishnuvardhan Road,  560061"
"Bakery Goodies","","","bakery"," Dr. Vishnuvardhan Road,  560061"
"Bramhi's Chat Shop","","","fast_food"," Dr. Vishnuvardhan Road,  560061"
"Kanti Sweets","","","bakery"," Dr. Vishnuvardhan Road, Bengaluru 560061"
"Vishal Mega Mart","","","clothes"," Dr. Vishnuvardhan Road,  560061"
"Annapurna Bakery","","","bakery"," Dr. Vishnuvardhan Road,  560061"
"Rotti Mane Dhabha","","","restaurant"," Dr. Vishnuvardhan Road,  "
"Adishwar Electronics","","","electronics"," ,  "
"Bunny Bakers and Sweets","","","bakery"," ,  "
"Vanani Bar and Restaurant","","","restaurant"," Dr. Vishnuvardhan Road,  "
"Naksha Restaurant","","","restaurant"," Dr. Vishnuvardhan Road,  560061"
"Uttarahalli Biriyani House","","","fast_food"," Dr. Vishnuvardhan Road,  560061"
"Shri Krishna Bhavan","","","restaurant"," ,  "
"South Grand","","","restaurant","23 7th Main, Bengaluru 560061"
"Kanva Mart","","","clothes"," ,  "
"Shri Durga Parmeshwari Condiments","","","bakery"," Dr. Vishnuvardhan Road,  560061"
"Nagarathna Hospital","","","hospital"," Dr. Vishnuvardhan Road,  560061"
"Lalitha Medicals","","","pharmacy"," Konanakunte-Uttarahalli Road,  560061"
"Kashinath Bakery and Juice Center","","","bakery"," Dr. Vishnuvardhan Road,  560061"
"Annapurna Drug House","","","pharmacy"," Dr. Vishnuvardhan Road,  560061"
"Reliance Fresh","","","supermarket"," Dr. Vishnuvardhan Road,  560061"
"Goli","","","fast_food"," Dr. Vishnuvardhan Road,  560061"
"Himalaya Medicals","","","pharmacy"," Dr. Vishnuvardhan Road,  560061"
"Chai","","","cafe"," ,  "
"Annapurna benne dosa","","","restaurant"," ,  "
"Wurfe Kitchen","","","furniture"," ,  "
"Abc Resto","+91 80 425655","www.abcresto.com","restaurant","1 Siddapura Road, bangalore 560029"
"Gilly's Resto Bar","","","restaurant"," ,  "
"Ramana Rao's clinic","","","hospital"," ,  "
"Starbucks","","","cafe"," 13th Cross Sadashivanagar, Bangalore 560080"
"Bala ji collection","","","clothes"," ,  "
"Kopas Shack","","","fast_food"," ,  "
"Kolkata Roll on Dial","080-413002225","","fast_food"," ,  "
"Ambur Hot Dum Biriyaani","","","restaurant"," ,  "
"Malnad Travels","","","electronics","14 Opp Kapali Theatre,  "
"Amar Radio Corporation","08046480000","https://www.amarradio.com/","electronics","134-138, K K Sadar Patrappa Road,  560002"
"S Abbas & Co","08022225569","","electronics","59/2 Sadar Patrappa Road,  560002"
"New Diamond Electro Control","9880667862","","electronics","21 E V Lane, S P Road Cross,,  560002"
"Jai Hind Agencies","9663167076","","electronics","9/4 E V Lane, S P Road Cross,  560002"
"A M Power Tools","9164212461","","electronics","56/2B G R Lane, S p road Cross,  560002"
"Sri Lakshmi electronics","9341084842","","electronics","66/4 Sadar Patrappa Road,  560002"
"Vishal electronics","9886717462","","electronics","139/7 Sadar Patrappa Road,  560002"
"Burhani Rubber & Polymer","08041145417","","electronics","82/1 S J P Road,  560002"
"Power Tools & Tackles","9945009793","","electronics","104/1 Narasimharaja Road,  560002"
"St.John's Utility Complex","","","bakery"," Sarjapur Road,  "
"Solar panels and Equipment","8032961333","","electronics"," 7th Cross,  560071"
"Bhandari electronics","32511101","","electronics","68 Sadar Patrappa Road,  560002"
"Clay Station","","https://claystation.in/","convenience"," ,  "
"V. P. Bakery","","","bakery"," ,  "
"Kabab Mandra","","","fast_food"," ,  "
"Lemon Rice","","","fast_food"," ,  "
"Alfaham Grilled Chicken and Shawarma","","","fast_food"," ,  "
"Empire Juice & Dosa Chicken","","","fast_food"," ,  "
"Hakuna Matata","+919741133866","","restaurant","1231/35/2, 24th Main, Opposite Brigade Palm Springs, Brigade Millenium Rd, JP Nagar 7th Phase,, Bengaluru 560076"
"Government Maternity Home","","","hospital"," ,  "
"Shastra","","","doctors"," ,  "
"Lucid Medical Diagnostics","08049364444","https://luciddiagnostics.com/","hospital","46 3 Main Road,  560082"
"Medall Clumax Diagnostics","08049337777","https://www.medall.in/","doctors","1 Vyalikaval Main Road,  560003"
"Damro Furniture","+91 80 6999 9300","https://damroindia.com","furniture","68 Chord Road, Bangalore 560010"
"Thomsons","","","bakery"," ,  "
"Saldana Diagnostic Center","","","clinic"," ,  "
"Rolls Kitchen","+91 7022164745","","fast_food","1 Modi Hospital Main Road, Bangalore 560010"
"Empire Plaza","","","restaurant","32 Mahakavi Kuvempu Road, Bangalore 560010"
"Nisarga Family Resturant","080 23130006","","restaurant","2961 Mahakavi Kuvempu Road, Bangalore 560010"
"Ibaco","","","cafe"," Thanisandra Main Road, Bangalore 560077"
"Brahmins Special","","","fast_food"," ,  "
"STC Canteen","","","restaurant"," ,  "
"Five Star Chicken","","","fast_food"," Amrutahalli Main Road, Bangalore 560092"
"VBS Iyengar Bakery & Sweets","","","bakery"," Amrutahalli Main Road, Bangalore 560092"
"City style","","","clothes"," ,  "
"Softy station","","","fast_food"," ,  "
"Tooth Affair Dental Clinic","","","dentist"," ,  560093"
"Bhadra Homeopathic Forum","","https://www.bhadrahomeo.com/","doctors"," ,  "
"Patanjali Store","","","convenience"," ,  "
"Burger King","080 33558000","https://burgerking.com/","fast_food","706 Modi Hospital Main Road, Bangalore 560086"
"The Tower Of Pizza","9148971958","http://www.thetowerofpizza.com","restaurant","63 100 feet Road,  560034"
"Al-Bek","","","restaurant"," ,  "
"Divine Developers","","","estate_agent","53 10th Cross Road,  "
"Udupi Veg","","","fast_food"," ,  "
"Cauvery Orthopaedic Centre","","","hospital"," ,  560010"
"Janpriya Tiffin","","","restaurant"," ,  "
"Life line clinic","","","clinic"," ,  "
"NID Canteen","","","restaurant"," ,  "
"SS Pharma & Surgicals","","","pharmacy","38 11th Cross Road, Bengaluru 560010"
"Braces and Faces","","","dentist"," ,  "
"Hema Book Store","","","books"," ,  "
"Raj Kumar Selections","","","clothes"," ,  "
"Aaradhya Food Line","","","restaurant"," ,  "
"Sri Datta Medical","","","pharmacy"," ,  "
"Gheeta pharmacy","","","pharmacy"," ,  "
"Down bekary","","","cafe"," ,  "
"Birbal Darbar","","","restaurant"," Sarjapur Road, bangalore 560035"
"Krish Punjabi Kitchen","","","restaurant"," ,  "
"Nice Fair","","","clothes"," ,  "
"Apollo Bengaluru Cradle Limited, Jayanagar","","https://www.apollocradle.com/","hospital"," ,  560011"
"Galaxy mart","","","supermarket"," ,  "
"Ramdev medicals","","","pharmacy"," ,  "
"krishna medicals","","","pharmacy"," ,  "
"Vajradanta Dental Clinic","","","dentist"," ,  "
"North Karnataka Joladda Roti","","","fast_food"," ,  "
"Chowdeshwari Dental Clinic","","","dentist"," ,  "
"Ranga Shankara Cafe","","","cafe"," ,  "
"Java","","","restaurant"," ,  "
"California Burrito","","","restaurant"," ,  "
"Apoorva Iyengar Bakery","","","bakery"," ,  "
"Nethradhama Superspeciality Eye Hospital, Rajajinagar","","","hospital"," ,  560021"
"Grand Mini Bazaar","","","supermarket"," ,  "
"Silver line bakery","","","bakery"," ,  "
"Gusto pizza","","","fast_food"," ,  "
"Karama restaurant","","","restaurant"," ,  "
"Annadata Farms Market","","","supermarket"," ,  "
"Sambrahma","","","fast_food"," ,  "
"Sai Dental Clinic","","","clinic"," Whitefield Main Road,  "
"Mayura Bakery and Sweets","","","bakery"," ,  "
"Day to Day","","","supermarket"," ,  "
"NIMHANS - Ashwini Block","","","hospital"," ,  "
"Government Health Center","","","clinic"," ,  "
"Grace dental","","","dentist"," ,  "
"Modicare DP Vijayanagar","9164258999","http://www.modicare.com","convenience","#75, 7th main Subbanna Garden Main road,  560040"
"Burger King","","","fast_food"," ,  "
"New Tandoor","","","restaurant"," ,  "
"Cure and Care","","","pharmacy"," ,  "
"Sport Trendz","","","sports"," ,  "
"Max Bakery","","","bakery"," ,  "
"Sai Dental","","","dentist"," ,  "
"Mast calender","","","restaurant"," ,  "
"Hasanamba","","","bakery"," ,  "
"Punjab junction","","","restaurant"," ,  "
"Bramhashree Condiments","","","cafe"," ,  "
"Kottakkal Aryavaidyasala","","","clinic"," ,  "
"Ratna Electrical","","","electronics"," ,  "
"HotPot","","","restaurant"," ,  "
"Sathya Sai Lake Side Ortho Hospital","","","hospital"," ,  560049"
"Aandal Mess","","","restaurant"," ,  "
"Comfort Multispeciality Hospital","","","hospital"," ,  560093"
"Vidyaratnam oeshadhalaya","","","clinic"," ,  "
"Northern Flavours Chaat","","","fast_food"," ,  "
"Box8","","","restaurant"," ,  "
"Juicy","","","fast_food"," ,  "
"Meat And Eat","","","fast_food"," ,  "
"Shree Durga Restaurant","","","restaurant"," ,  "
"Agarwal Bhavan","","","cafe"," ,  "
"RK Bakery","","","bakery","5th Cross S G R Dental College Road, Bangalore 560037"
"Ashok bakery","","","bakery"," ,  "
"Sevabhaya hospital","","","clinic","63 63rd Cross Road,  560010"
"Classic Furniture","","","furniture"," ,  "
"Express Clinic","+91-080-42234552","","clinic","805 2nd Cross Road,  "
"Naveen Electronic Shop","","","electronics"," ,  "
"S L V Bhavan","","","restaurant"," ,  "
"Balaji Chat Corner","","","fast_food"," Shyamaraja Iyengar Road,  560019"
"New Tasty Magic","","","fast_food"," ,  "
"Red Latern","","","restaurant"," ,  "
"The madteapot cafe","","","cafe"," ,  "
"The wishing chair","","","furniture"," ,  "
"Urban Turban","","","fast_food"," ,  "
"Sree Clinic and Laboratory","","","clinic"," ,  "
"Sri Balaji Dosa Corner","","","fast_food"," ,  "
"Papa John's","080 41325888","https://www.papajohnspizza.in","fast_food","#1/3, Ist Floor, Sri Lakshmi Towers 1st Cross, Nethaji Nagar, Chokasandra, Jalahalli, bangalore 560073"
"Krispy Kreme","08041254402","https://krispykremeindia.in/","fast_food"," , bangalore 560047"
"Papa John's","08197906655","https://www.papajohnspizza.in","fast_food","366/4 Bhagyada Bagilu Road, Bangalore 560064"
"Papa John's","080 41642697","https://www.papajohnspizza.in/","fast_food","45 Chord Road, Bangalore 560040"
"Papa John's","080-65691122","https://www.papajohnspizza.in","fast_food"," Nagavarapalaya Main Road, Bangalore 560093"
"Krispy Kreme","","https://krispykremeindia.in/","fast_food","115 80 Feet Road, Bengaluru 560094"
"National Institute of Mental Health and Neuro Sciences","","","hospital"," ,  560029"
"NBRC(National Brain Research Center)","","","hospital"," ,  "
"De Street Cafe","","","cafe","8 Hosur Road,  560029"
"Apollo Pharmacy","","","pharmacy"," 1st Main Road,  "
"Primecare Pharmacy","","https://primecare.in/","pharmacy"," ,  "
"unilet solar solutions","9632417722","https://www.uniletsolar.com/","electronics","411 8th Cross Road,  560064"
"SOCH","","","clothes"," ,  "
"Kushals","","","clothes"," ,  "
"Sutra Spice Resto Bar","","","bar"," ,  "
"Bar Code","","","bar"," Mahayogi Vemana Road,  "
"Vachani Vista","","","clinic"," ,  "
"Cilantro","","","restaurant"," ,  "
"Dr. Roshni's Tooth Planet Dental Clinic","","","hospital","#33 DRDO Phase 2 Main Road, Bengaluru 560048"
"TV Repair","","","electronics"," ,  "
"Sai Ram Provisions","","","convenience"," ,  "
"SM Stores","","","convenience"," ,  "
"Sri Lakshmi Provisions","","","convenience"," ,  "
"Pro Furniture Sofa Maker","","","furniture"," ,  "
"Sri Mahadeshwara Home Furnishings","9986421067","","furniture","3 Shivalingaiah Colony,  "
"ಶ್ರೀ ಕೃಷ್ಣ ದರ್ಶಿನಿ","","","fast_food"," 18th Cross Road,  "
"New Punjabi Hotel","","","restaurant"," ,  "
"Taza Tawa","","","restaurant"," ,  "
"Poorna enterprises","","","supermarket"," ,  "
"Adyar Ananda Bhavan","919886823031","https://aabsweets.com","restaurant"," Kathriguppe Main Road, Bengaluru 560085"
"Adyar Ananda Bhavan","+91 80 4205 8999;+91 80 4206 1999","https://aabsweets.com","restaurant","421 CMR Rd, HRBR Layout 2nd Block, Kalyan Nagar, Bangalore 560043"
"Taj Hotel","","","restaurant"," ,  "
"Adyar Ananda Bhavan","+91 80 4151 8999","https://aabsweets.com","restaurant"," Fifth Main Road, Bangalore 560009"
"Adyar Ananda Bhavan","+91 80 4148 5899","https://aabsweets.com","restaurant"," Bannerghatta Road, Bangalore 560076"
"Adyar Ananda Bhavan","+91 80 4124 2999","https://aabsweets.com","restaurant"," Kempe Gowda Road, Bangalore 560009"
"ಬೇಕ್ಸ್ ಅಂಡ್ ಶೇಕ್ಸ್","","","fast_food"," ,  "
"ಆಶೀರ್ವಾದ್ ರೆಸ್ಟೋರಂಟ್ - ಸಸ್ಯಾಹಾರಿ","","","fast_food"," ,  "
"ಕೋಸ್ಟಲ್ ಬೇ - ಮಾಂಸಾಹಾರಿ","","","fast_food"," ,  "
"Manjunatha Medicals","","","pharmacy"," ,  "
"Nice mart","","","supermarket"," ,  "
"Udupi Vaibhav","","","restaurant"," car street,  560008"
"9th Mile Dhaba","","","restaurant"," ,  "
"Religare Pharmacy","","","pharmacy"," Banaswadi Main Road,  560043"
"Cambridge Hospital","","","hospital"," ,  560008"
"Suneel Pharma","","","pharmacy"," ,  "
"Biryani palace","","","restaurant"," ,  "
"AR Tea Sagar","","","cafe"," ,  "
"AFC","","","fast_food"," ,  "
"Silsila","","","clothes"," ,  "
"A1 biryani","","","restaurant"," ,  "
"Ambur Dum Biryani","","","restaurant"," ,  "
"Sri Srinivas Silk House","","","clothes"," ,  "
"Sea Pearl","","","restaurant"," ,  "
"Juice World","","","fast_food"," ,  "
"Palace Bakery and Sweets","","","bakery"," ,  "
"Furniture Forum","","","furniture"," ,  "
"Snack dine meet","","","restaurant"," ,  "
"Brigade Prince","","","restaurant"," ,  "
"The Grill house","","","restaurant"," ,  "
"Shangri-la Plaza","","","restaurant"," ,  "
"Floral bakery","","","bakery"," ,  "
"Bakery Nimhans","","","bakery"," ,  "
"Respigen healthcare","","","hospital"," ,  "
"Alfa fried and Grill","","","restaurant"," ,  "
"Rahhams","","","restaurant"," ,  "
"Samsung smartcafe","","","cafe"," ,  "
"Butterfly","","","electronics"," ,  "
"Parijatha","","","restaurant"," ,  "
"Multiplex","","","supermarket"," ,  "
"Digital world","","","electronics"," ,  "
"New Shanti sagar","","","restaurant"," ,  "
"Havells","","","electronics"," ,  "
"Shop ink","","","supermarket"," ,  "
"Kalleshwari Rice corner","","","restaurant"," ,  "
"Shri Vishnu","","","pharmacy"," ,  "
"Dolphins","","","restaurant"," ,  "
"Perfect corner","","","restaurant"," ,  "
"Rama's","","","clothes"," ,  "
"Ritikas","","","clothes"," ,  "
"Arrow","","","clothes"," ,  "
"Poshaak","","","clothes"," ,  "
"McDonald's","","","fast_food","133 Commercial Street, Bengaluru "
"Western Store's","","","clothes"," ,  "
"Blackberrys","","","clothes"," ,  "
"Udapas Veg Restaurant","","","restaurant"," ,  "
"Primecare","","","pharmacy"," ,  "
"Happy shoppy","","","supermarket"," ,  "
"Kamakshi","","","clothes"," ,  "
"Medical Center","","","clinic"," ,  "
"Raghavendra Poona Store","","","convenience"," ,  "
"Shiv Sagar","","","restaurant"," ,  "
"China bazaar","","","supermarket"," ,  "
"Health and hijama clinic","","","clinic"," ,  "
"Karnataka home appliances","","","electronics"," ,  "
"Pepper Cafe","","","cafe"," ,  "
"Tasty food corner","","","restaurant"," ,  "
"Children's corner","","","clothes"," ,  "
"Favourite shop","","","clothes"," ,  "
"Jewel","","","clothes"," ,  "
"Brown shop","","","clothes"," ,  "
"Kiran medicals","","","pharmacy"," ,  "
"Digital Express","","","electronics"," ,  "
"Manjunatha","","","pharmacy"," ,  "
"Ty engar","","","bakery"," ,  "
"Kairali","","","restaurant"," ,  "
"Doctor's diagnostics Centre","","","hospital"," ,  "
"Maruthi Medical's","","","pharmacy"," ,  "
"Regal furniture","","","furniture"," ,  "
"Ifun","","","fast_food"," ,  "
"Meena bazaar","","","clothes"," ,  "
"Manoj Medicals","","","pharmacy"," ,  "
"Adyar Anand Bhawan","","","restaurant"," ,  "
"Olympic toys and sport wears","","","sports"," ,  "
"Driven Cafe","","","cafe"," ,  "
"The French Loaf","","","cafe"," ,  "
"Marzipan Cafe","9844422724","","cafe"," Halasuru Road, Bengaluru 560008"
"Ridgetop dental","","","dentist"," ,  "
"Fablore","","","clothes"," ,  "
"Dulhan","","","clothes"," ,  "
"Vero Moda","","","clothes"," ,  "
"Ancient China","","","clinic"," ,  "
"Wearhouse","","","clothes"," ,  "
"MS kidswear","","","clothes"," ,  "
"Blossom","","","clothes"," ,  "
"Kyara","","","clothes"," ,  "
"Tasva","","","clothes"," ,  "
"Brigade Garden","","","restaurant"," ,  "
"Tiffany's","","","restaurant"," ,  "
"Style Hunt","","","clothes"," ,  "
"Zenith","","","clothes"," ,  "
"Sri Balaji exports","","","clothes"," ,  "
"Blackberry","","","clothes"," ,  "
"Show off","","","clothes"," ,  "
"Golden touch","","","clothes"," ,  "
"Alfa","","","restaurant"," ,  "
"Bilal","","","bakery"," ,  "
"Diamond collection","","","clothes"," ,  "
"Bacardi","","","restaurant"," ,  "
"Limra Hotel","","","fast_food"," ,  "
"Fashion Zone","","","clothes"," ,  "
"Fashion planet","","","clothes"," ,  "
"AT pharma","","","pharmacy"," ,  "
"Hotel Revoli","","","restaurant"," ,  "
"Kolkata","","","restaurant"," ,  "
"Jaisheel","","","pharmacy"," ,  "
"Prasad medicals","","","pharmacy"," ,  "
"Guru medicals","","","pharmacy"," ,  "
"Sri Ram coffee shop","","","cafe"," ,  "
"Coffee works","","","cafe"," ,  "
"Vk export shops","","","clothes"," ,  "
"Punjabi by Nature","","","restaurant"," ,  "
"Sip N Snacks","","","fast_food"," ,  "
"Salads and Grill's","","","fast_food"," ,  "
"Hosmat Hospital","","","hospital"," ,  "
"Hungry lion","","","fast_food"," ,  "
"Shakti silk rose","","","clothes"," ,  "
"The Royal Pride","","","restaurant"," ,  "
"Forum Park","","","restaurant"," ,  "
"Parmeshwar Textiles","","","clothes"," ,  "
"Star Biryani","","","restaurant"," ,  "
"Babu Electronics","","","electronics"," ,  "
"Ghousia","","","pharmacy"," ,  "
"Millat Book Depot","","","books"," ,  "
"AF Enterprises Home Appliances","","","electronics"," ,  "
"Ram Krishna Medicals","","","pharmacy"," ,  "
"Bright Pharmacy","","","pharmacy"," ,  "
"SMS Real Estate Agency","","","estate_agent"," ,  "
"Dharshan Enterprises","","","convenience"," ,  "
"Priya","","","restaurant"," ,  "
"Al Habeeb Dental Clinic and Implant Center","","","clinic"," ,  "
"Taj Chicken Kebab","","","fast_food"," ,  "
"Venkatagiri","","","pharmacy"," ,  "
"Featherlite","","","furniture"," ,  "
"Star Electronics","","","electronics"," ,  "
"@home","","","furniture"," ,  "
"Honeyland","","","bakery"," ,  "
"Shivagami Medicals and General Shop","","","pharmacy"," ,  "
"Yadhu Krishna Bakery and Sweets","","","bakery"," ,  "
"Green Wood Furnitures","","","furniture"," ,  "
"Bhagat Dental Clinic","","","clinic"," ,  "
"Chandru Medicals and General Stores","","","pharmacy"," ,  "
"Cauvery Bakery and Sweets","","","bakery"," ,  "
"Ruchi","","","restaurant"," ,  "
"New Taj Biryani Center","","","restaurant"," ,  "
"Pista House","","","restaurant"," ,  "
"Thattukada","","","fast_food"," 8th Cross Road,  "
"Sharada stores","","","books"," Swamy Vivekananda Road (Old Madras Road),  560008"
"ಶ್ರೀನಿಧಿ ರಿಯಲ್ ಫುಡ್","","","fast_food"," ,  "
"Big Bazaar","","","convenience"," Magadi Road,  "
"three dots and a dash","","","restaurant"," 100 Feeet Road, Bangalore "
"Decathlon","","","sports"," ,  "
"Empire restaurant","","","restaurant"," ,  "
"Mini bazaar","","","supermarket"," ,  "
"Sri Krishna restaurant","","","restaurant"," ,  "
"Hassan Iyangar's Bakery","","","bakery"," ,  "
"VHC International","","","dentist"," ,  "
"Vasavi Super Sandwich","","","fast_food"," ,  "
"Idli Shop","","","fast_food"," ,  "
"Universal furniture","","","furniture"," ,  "
"Chaithanya Express","","","restaurant"," ,  "
"ಬಿಸ್ಕ","","","cafe"," 15th Cross Road,  "
"Jimmys","","","pub"," ,  "
"Patanjali Mega Store","+9178996 72623","https://patanjaliayurved.org","supermarket"," , B Block, AECS Layout 560037"
"Veeranjaneya Swamy Tiffin Centre","","","fast_food"," Thippasandra Main Road,  "
"Subway","","","fast_food","294 7th Main Road,  560076"
"Chai Point","","","cafe"," Swamy Vivekananda Road, Bangalore 560016"
"Pasta Roma","","","fast_food"," Swamy Vivekananda Road, Bangalore 560016"
"Hotel Emirates","","","restaurant"," ,  "
"V R Pharmacy","","","pharmacy"," ,  "
"Teak and Walnut","","","furniture"," ,  "
"Hotel New Karavali","","","restaurant"," ,  "
"Just A 1 Biryani Point","","","fast_food"," ,  "
"Metro Medical Center","","","pharmacy"," ,  "
"Meghana Biryani","","","fast_food"," ,  "
"Felicita","","","restaurant"," ,  "
"United Pharma","","","pharmacy"," ,  "
"Garden City Supermarket","","","supermarket"," ,  "
"Kairali Mess","","","fast_food"," ,  "
"Joicy's Kitchen","","","restaurant"," ,  "
"Kripa Dental Clinic","","","dentist"," ,  "
"Five Star","","","fast_food"," ,  "
"Aruna Silks","","","clothes"," ,  "
"Manjunath Gobi Corner","","","fast_food"," ,  "
"Juice Adda","","","juice_bar"," ,  "
"Lokesh Vada Pav Stall","","","fast_food"," ,  "
"RoyalMart","","","supermarket"," ,  "
"Just Bake","8050022055","https://www.justbake.in/","bakery","166, IAS Officers Layout, Central Jail Road, Bengaluru 560035"
"Lemoni Fresh Condiments","","","bakery"," Outer Ring Road, Bangalore 560102"
"Indira Canteen","","","restaurant"," Magadi Road,  560091"
"R R Electronic Shop","","","electronics"," Magadi Road,  "
"Sri Surya Provision","","","convenience"," ,  "
"Banarasi Tadka","","","restaurant"," ,  "
"Dr. Satish skin & ENT clinic","","","clinic"," ,  "
"Reliance Fresh","","","supermarket","Shell Heights, Hosa Road, Opp.Owners court, Kasavanahalli Central Jail Road, Bangalore 560035"
"Adishwar Electroworld","","","electronics","Site No. 16 , Sy No. 69 , Katha No. 697 , Kaikondanahalli Sarjapur Road, Bangalore 560035"
"Veena Stores","080 2334 4838","","fast_food"," 183, 15th Cross, Malleshwaram, Margosa Road, Malleshwaram West, Bengaluru, Karnataka 560003,  "
"Hammered","","","pub"," ,  "
"Fat Buddha","","","restaurant"," ,  "
"Elite Mess","","","fast_food"," ,  "
"Amrutha multicuisine restaurant","","","restaurant"," Central Jail Road, Bangalore 560035"
"Naati Manae","","","restaurant","#462 17 C Cross, Bangalore 560095"
"Sanoop Provision Stores","","","convenience"," ,  "
"Pavan Fancy Store","","","clothes"," ,  "
"Pantaloons","","","clothes"," ,  "
"Casinova","080-25526363","http://bonsouth.com","restaurant"," ,  "
"Java City","","","cafe"," ,  "
"The Druid Garden","","","pub"," ,  560092"
"Sai restaurant","","","restaurant"," ,  "
"Absolute Barbecue - Whitefield","","","restaurant"," ,  "
"Annappa's Naati Mane Hassan Style","","","restaurant"," ,  "
"Sri Eshwar Fruit Juice Center","","","fast_food"," ,  "
"Brindavan Pharma","","","pharmacy"," ,  "
"Hosmat Pharmacy","","","pharmacy"," ,  "
"Aurelia Estates","","","estate_agent"," ,  "
"royal andaaz","+91 90714 20001","","restaurant","#749/1 Bangalore-Mysore Road,  560059"
"V Stitch","","","clothes"," ,  "
"Lahari Boutiques","","","clothes"," ,  "
"Banagalore Fresh & Fresh","","","supermarket","92 15th Main Road, Bangalore 560078"
"Kobe Sizzlers","","","restaurant"," ,  "
"Satya Medicals","","","pharmacy"," ,  "
"Indrani Clinic","","","doctors"," ,  "
"Manish Pharmacy","","","pharmacy"," ,  "
"Sharada Clinic","","","doctors"," ,  "
"Prakash Electronics","","","electronics"," ,  "
"Savera Land Developers Pvt. Ltd.","","","estate_agent"," ,  "
"Bharathi Garments","","","clothes"," ,  "
"Nandini Grand","","","fast_food"," ,  "
"Imperial Restaurant","","","restaurant"," Mysore Road,  "
"Homeoplus pharmecy","","","pharmacy"," ,  "
"Cloudnine Hospital Pvt. Ltd.","","","hospital"," ,  560001"
"Boston Cotton","","","clothes"," ,  "
"Biryani Day","","","restaurant"," ,  "
"Just Bake","","","bakery"," ,  560010"
"Ashwini Bar and Restaurant","","","bar"," ,  "
"Vaishali","080 2672 2170","","restaurant","512 2nd Cross,Banashankari, Bangalore 560085"
"Loyal World Market","","","supermarket"," ,  "
"Raghavendra Bhavan","","","restaurant","201 B Channasandra Main Road, Bangalore 560043"
"Freshworld Super Market","","","supermarket"," ,  "
"Subramanium Medicine Store","","","hospital"," ,  "
"Chaya Super Speciality Hospital","","","hospital"," ,  560041"
"Smart electronics","","","electronics"," Magadi Road,  "
"Myka","+91 9740761664","https://mykacafeandboutique.com/","cafe"," ,  "
"Kiswa mens wear","","","clothes"," ,  "
"Indira Canteen","","","fast_food"," Church Service Road,  560040"
"Namma Madurai","","","fast_food"," ,  "
"Juicemaker","","","fast_food"," ,  "
"Indira Canteen","","","fast_food"," ,  "
"Aishwarya Departmental Stores","","","convenience"," ,  "
"The Warehouse","","","pub"," ,  "
"Cross Roads Cafe","","","cafe"," ,  "
"Kasturi Pharma and General Stores","","","pharmacy"," ,  "
"Preethi Builders","","","estate_agent"," ,  "
"Altius Hospital","","","hospital"," ,  560010"
"NS Medicals","","","pharmacy"," ,  "
"Madhuram Andhra Restaurant","","","restaurant"," ,  "
"AK Medicals","","","pharmacy"," ,  "
"Metro Cash and Carry","","","supermarket"," ,  "
"Royal Oak","","","furniture"," ,  "
"Harsha Store","","","electronics"," ,  "
"Adithya Furnitures and Mattresses","","","furniture"," ,  "
"3 Page Bar and Restaurant","","","pub"," ,  "
"Hercules Sports International","","","sports"," ,  "
"Renew Medical Center","","","clinic"," ,  "
"Coorg Products","","","convenience"," ,  "
"MS Restaurant","","","restaurant"," ,  "
"My Smile Dentist","","","dentist"," ,  "
"Kamath Stores","","","supermarket"," ,  "
"Lassi Corner","","","fast_food"," ,  "
"Santosh Pharma","","","pharmacy"," ,  "
"Mustafai Unani Pharmacy","","","pharmacy"," ,  "
"Royal Sports","","","sports"," ,  "
"Fathima Store","","","supermarket"," ,  "
"Bangalore Diabetes Hospital","","","hospital"," ,  "
"Prasanna Cloth Center","","","clothes"," ,  "
"NU Hospitals","","","hospital"," ,  "
"Cotton Zone","","","clothes"," ,  "
"7 Colors","","","clothes"," ,  "
"HP World","","","electronics"," ,  "
"SLN Food Point","","","fast_food"," ,  "
"Specialists Dental Clinic","","","dentist"," ,  "
"Sri Vinayaka hot chip's","","","fast_food"," ,  "
"S.M Electricals","","","electronics"," ,  "
"Divya Dental clinic","","","dentist"," ,  "
"Aswini clinic","","","clinic"," ,  "
"Sri Venkateswara Enterprices","","","electronics"," ,  "
"Venus","","","electronics"," ,  "
"Ganesh Electricals Enterprices","","","electronics"," ,  "
"Syska LED","","","electronics"," ,  "
"Globe Electronics","","","electronics"," ,  "
"Furniture World","","","furniture"," ,  "
"Makeover","","","clothes"," ,  "
"Nilkamal","","","furniture"," ,  "
"Menakshi Electricals","","","clothes"," ,  "
"Elegant furniture","","","furniture"," ,  "
"Duroflex","","","clothes"," ,  "
"Millinions clothings","","","clothes"," ,  "
"Vinayaka Electricals and Electronics","","","electronics"," ,  "
"Karthik's Mithai Shoppe","","","bakery"," ,  "
"Kamal Selections","","","clothes"," ,  "
"Vee Pee Trendz","","","clothes"," ,  "
"Plants","","","clothes"," ,  "
"Begum's Biriyani","","","restaurant"," ,  "
"Liberty Choice Collections","","","clothes"," ,  "
"IDNM","","","clothes"," ,  "
"Emperor Family Restaurant","","","restaurant"," ,  "
